Ленин Владимир Ильич; 22.04.1870 (10) ; [[председатель Совета народных комиссаров СССР]] ;; [[РСДРП]] → [[РКП(б)]] → [[ВКП(б)]] 
Чубайс Анатолий Борисович; 16.6.1955; Первый [[Заместитель председателя правительства Российской Федерации]];; [[КПСС]] (1980 (или 1977) — 1991)<br />[[Демократический выбор России]] (1994—1995, 1996—2001)<br />[[СПС]] (2001—2008) <br />[[Правое дело (партия)
Нессельроде Карл Васильевич; 13.12.1780(2); [[Министры иностранных дел России;;
Харлем Брунтланн Гру; 20.4.1939 ; [[Список премьер-министров Норвегии;; [[Норвежская рабочая партия]] 
Эдгар (король Англии); 943; [[Король Англии]];;
Меттерних Клеменс фон; 15.05.1773; [[Министр иностранных дел Австрийской империи и Австро-Венгрии;;
Горбачёва Раиса Максимовна; 5.1.1932 ;; {{Флагификация;
Внешняя политика России;;;;
Акбар I Великий; 14.10.1542 ; [[Падишах]] <br />[[Империя Великих Моголов;;
Бугаев Борис Павлович; 29.07.1923; [[Министерство гражданской авиации СССР;; [[ВКП(б)]] с [[1946 год]]а.
Василий I Дмитриевич; 30.12.1371 ; [[Князь Московский]] ;;
Штюрмер Борис Владимирович;  27.07.1848 (15); [[Новгородская губерния;;  
Адамс Джон (президент); 30.10.1735 ; [[Президент США]] ;; [[Федералистская партия (США)
Дмитрий Юрьевич Шемяка; между [[1400]] и [[1422]]; [[Список князей Московских;;
Фёдор I Иоаннович; 11.05.1557; [[Царство Русское;;
Фёдор II Годунов; 1589; [[Русское царство;;
Карл XVI Густав; 30.04.1946; [[Король Швеции]];;
Румянцев Александр Иванович; 1680 ; [[Астраханская губерния;;
Бутурлин Александр Борисович; 28.07.1694 (18) ; [[Московские губернаторы 1709-1917;;  
Бестужев-Рюмин Алексей Петрович; 1693 ; президент [[Коллегия иностранных дел;;
Остерман Андрей Иванович; 9.6.1687 ; [[Вице-канцлер]] ;;
Брюс Яков Вилимович; 1669; Президент [[Берг-коллегия;;
Митрохин Сергей Сергеевич; 20.05.1963;;; [[Яблоко (партия)
Большеданов Павел Владимирович; 16.06.1956; Депутат Саратовской областной думы;; [[Единая Россия]]
Власов Андрей Андреевич; 14.9.1901 (1); Председатель Президиума [[Комитет освобождения народов России;;
Ле Пен Жан-Мари; 20.06.1928;;; [[Национальный фронт (Франция)
Веллингтон Артур Уэлсли; 01.05.1769; 25-й [[Премьер-министр Великобритании]];; [[Тори]]
Назарбаев Нурсултан Абишевич; 6.7.1940; 1-й [[Президент Казахстана]];; [[КПСС]] (1962—1991) <br />[[Народно-демократическая партия «Нур Отан»]]
Цалабан Трофим Матвеевич; 1774 ;  ;;
Зоя (византийская императрица); ок. [[978]] ; [[Византийский император;;
Цанков Драган Киряков; 9.11.1828; [[Председатель Совета Министров Болгарии]];; [[Либералная партия (Болгария)
Якоб (герцог Курляндии); 28.10.1610; [[Курляндия и Семигалия;;
Зубов Платон Александрович; 26.11.1767 (15) ; Шеф [[Первый кадетский корпус (Санкт-Петербург);;
Якоба (графиня Геннегау); 16.8.1401; графиня [[Геннегау]];;
Ибрагим (казанский хан);; [[Казанское ханство;;
Иванчин-Писарев Александр Иванович; 1849;;; [[Народная воля]], [[народник]]и
Иващенко Иван Самойлович; 1851;;; [[Союз 17 октября]] 
Измайлов Иван Петрович; 1667 ; [[Астраханская губерния;;
Икономов Тодор Поппетров; 10.9.1835 ;  ;;
Тихонов Николай Александрович; 14.5.1905 (1.5); Член [[Политбюро ЦК КПСС]];; [[КПСС]] (с 1940)
Аракчеев Алексей Андреевич; 4.10.1769 (23.9) ; Военный министр Российской империи ;;
Бантыш-Каменский Дмитрий Николаевич; 16.11.1788 (5); [[Тобольская губерния;;
Птолемей XV Цезарион;  23.06.-47; [[Эллинистический Египет;;
Задорнов Михаил Михайлович; 4.5.1963; [[Министерство финансов Российской Федерации;;
Игнатьев Алексей Павлович; 3.6.1842 (22.5); член [[Государственный совет Российской империи;;
Норткот Стаффорд Генри;27.10.1818;Министр торговли;; [[Консервативная партия (Великобритания)
Ходкевич Григорий Александрович; около 1513 ; [[Польный гетман литовский]] ;;
Аллен Джордж (политик); 08.03.1952 ; [[Сенат США;; [[Республиканская партия (США)
Джонсон Тимоти Питер; 28.12.1946; [[Сенат США;; [[Демократическая партия США]]
Луций Тарквиний Приск;  ; [[древнеримские цари;;
Иоганн Георг III; 20.06.1647 ; [[курфюрст]] [[Саксония (курфюршество);;  
Иоганн Георг IV; 18.10.1668 ; [[курфюрст]] [[Саксония (курфюршество);;  
Иоанн IV Ласкарис; 25.12.1250; [[Никейская империя;;
Жан III д’Альбре; 1469 ; [[король Наварры]] ;;
Шемякин Иван Дмитриевич; до 1446; князь Новгород-Северский и Рыльский;;
Иван Иванович Коротопол; ; [[Князь рязанский]];;
Иван Иванович (царевич); 26.04.1554 ; [[Список русских царевичей;;
Иван Михайлович (царевич); {{СС2; [[список русских царевичей;;
Иоганн (маркграф Бранденбург-Кюстрина); 3.8.1513 ; маркграф Бранденбург-Кюстринский ;;
Глинская Елена Васильевна; 1508; [[великий князь московский;;
Менгли I Герай; 1445; [[Список ханов Крыма;;
Янус (король Кипра); 1375; [[Король Иерусалима]], [[Король Кипра;;
Хуана I Безумная; 6.11.1479; королева [[Кастилия и Леон (королевство);;
Иоанн (римский император); ; [[Римский император]];;
Иоганн-Казимир (герцог Саксен-Кобурга); 12.6.1564 ; [[герцог]] [[Саксен-Кобург]]а ;;
Иоганн-Фридрих II Средний; 8.1.1529 ; герцог Саксонии<ref name;;
Иоахим II Гектор; 13.1.1505 ; [[курфюрст Бранденбурга]] ;;
Иоахим I Нестор; 21.2.1484 ; [[курфюрст Бранденбурга]] ;;
Годунова Ирина Фёдоровна; 1557; Царица [[Русское царство;;
Ирина (византийская императрица); ок. [[752 год]]а; [[Византийские императоры;;
Исаак I Комнин; ок. [[1005]]; [[Византийский император]];;
Исаак II Ангел; сентябрь [[1156]]; [[Византийские императоры;;
Милорадович Михаил Андреевич; 12.10.1771 (1); [[Градоначальники Санкт-Петербурга;;
Ислям II Герай; ; [[Список ханов Крыма;;
Ислям I Герай; ?; [[Список ханов Крыма;;
Есим-хан (Казахское ханство); 1565; [[Казахское ханство;;
Ябек Сёрен Педерсен; 01.04.1814;;; [[Либеральная партия Норвегии]]
Михаил VIII Палеолог; 1224; [[Никейская империя;;
Абаза Алексей Михайлович; 1853 ;  ;;
Карл XIV Юхан; 26.01.1763; [[Король Швеции;;
Каменский Михаил Федотович; 19.5.1738 (8) ; [[Санкт-Петербургское генерал-губернаторство;;
Васильчиков Илларион Васильевич; 1776; [[Премьер-министры России;;
Фриновский Михаил Петрович; 7.2.1898 (26.1) ; народный комиссар Военно-Морского Флота СССР ;; [[Коммунистическая партия Советского Союза
Маннергейм Карл Густав; 10.08.1797; [[Выборгская губерния;;
Прунскене Казимира Дануте; 26.02.1943; 19-й [[Премьер-министры Литвы;; Женская партия Литвы (1995—1998)<br />Партия новой демократии / Женская (1998—2000)<br />Партия новой демократии (2000—2001)<br />Союза партий крестьян и новой демократии (2001—2009)<br />Литовский народный союз (с 2009)
Палецкис Юстас Игнович; 22.1.1899 (10); [[Премьер-министр Литвы;; [[КПСС]]
Аппий Клавдий Цек; -340; [[Консул (Древний Рим);;
Гней Юлий Агрикола; 13.6.40 ; [[Консул-суффект]];;
Вышинский Андрей Януарьевич; 10.12.1883 (28.11); [[министр иностранных дел СССР]];; меньшевик с 1903 года, член [[РКП(б)]] с 1920 года
Мария Александровна (императрица); 8.8.1824 (27.7); [[Список супругов российских правителей;;
Цицианов Павел Дмитриевич; 19.9.1754(8) ; [[Генерал-губернатор]] [[Астраханская губерния;;  
Радек Карл Бернгардович; 31.10.1885;;;
Ропп Эдвард фон; 2.12.1851;;; [[Конституционно-католическая партия]]
Йост (король Германии); 29.01.1351 ; [[Король Германии]] ;;
Газы II Герай; 1551; [[Список ханов Крыма;;
Газы I Герай; 1504; [[Список ханов Крыма;;
Касим-хан (Касимовское ханство); ?; [[касимовский правитель]];;
Каллаи Беньямин фон; 22.12.1839; Министр финансов Австро-Венгрии;; 
Коломан I Асень; 1234; царь [[Второе Болгарское царство;;
Коломан II Асень; ; царь [[Второе Болгарское царство;;
Калнышевский Пётр Иванович; 1691; [[Кошевой атаман]];;
Камбон Пьер Жозеф; 10.6.1754 ; [[Список председателей Национального конвента Франции;;
Каневаро Феличе Наполеоне; 7.7.1838 ; [[Министр иностранных дел Италии; {{Флагификация;
Капцевич Пётр Михайлович; 1772 ; [[Западно-Сибирское генерал-губернаторство;;
Карл II Анжуйский; 1248;  [[Список правителей Неаполитанского королевства;;
Карл IV Красивый; 18.06.1294; [[король Франции]];;
Карл Александр Саксен-Веймар-Эйзенахский; 28.06.1818 ; 3-ий Великий герцог Саксен-Веймар-Эйзенахский ;;
Карл Фридрих Саксен-Веймар-Эйзенахский; 2.02.1783 ; 2-й великий герцог Саксен-Веймар-Эйзенахский ;;
Карнеев Егор Васильевич; 1773; Директор [[Департамент горных и соляных дел;;
Генриетта Каролина Пфальц-Биркенфельдская; 9.3.1721 ; принцесса Пфальц-Биркенфельдская <br />ландграфиня Гессен-Дармштадтская ;;
Карпентье Питер де; 1586; [[Список генерал-губернаторов Голландской Ост-Индии;; 
Касерес Андрес Авелино; 10.11.1821 ; и.о. [[президент Перу;;
Кассо Лев Аристидович; 18.06.1865 (2); [[Министерство народного просвещения Российской империи;;
Каханов Михаил Семёнович; 13.11.1833 (1) ; [[Псковская губерния;;
Квинт Лутаций Катул; ;;;
Качка Гавриил Симонович; 1739; Директор [[Горный департамент;;
Георг герцог Кембриджский; 26.03.1819 ; [[Герцог Кембриджский]], [[граф (титул);;
Керзон Джордж Натаниэл; 11.1.1859; [[Министр иностранных дел Великобритании]];;
Киселёв Николай Дмитриевич; 24.4.1800 ;;;
Клеарх (ученик Платона); ок. 409 года до н.э. ; тиран [[Гераклея Понтийская;;
Клеменц Дмитрий Александрович; 14.12.1847;;; 
Палецкис Юстас Винцас; 1.1.1942;;;[[Социал-демократическая партия Литвы]]
Чарторыйский Адам Ежи; 14.1.1770; Министр иностранных дел;;
Винрих фон Книпроде; около [[1310]]; [[Великие магистры Тевтонского ордена;;
Коваленский Михаил Иванович; 27.2.1745 (16) ; [[Рязанская губерния;;
Трутнев Юрий Петрович; 1.3.1956 ; [[Заместитель председателя Правительства Российской Федерации;; [[Единая Россия]] 
Чиркунов Олег Анатольевич; 15.11.1958 ; [[Губернатор Пермского края]] ;;
Педру герцог Коимбры; 9.12.1392; регент Португалии;;
Конде Луи-Анри-Жозеф Бурбон; 13.04.1756 ; принц Конде ;;
Артур герцог Коннаутский; 1.5.1850 ; Герцог Коннаутский и Страхарнский ;;
Конрад (маркграф Монферратский); ок. [[1145]]; [[Короли Иерусалима;;
Константин III Ираклий; 3.05.612; [[Византийские императоры;;
Яшин Илья Валерьевич; 29.6.1983;;; «[[Яблоко (партия)
Иваненко Сергей Викторович; 12.01.1959;;; [[Яблоко (партия)
Лукин Владимир Петрович; 13.7.1937 ; [[Уполномоченный по правам человека в Российской Федерации]] ;; [[Коммунистическая партия Советского Союза
Корф Иоганн Альбрехт; 30.11.1697 ; [[Список президентов Российской академии наук;; <!-- политическая партия --> 
Епуряну Манолаке Костаке; 22.8.1823 ; [[премьер-министр Румынии]];; [[Румынская коммунистическая партия]]
Борщёв Валерий Васильевич; 1.2.1943; Депутат [[Моссовет]]а;; [[Яблоко (партия)
Бородин Павел Павлович; 25.10.1946; Государственный секретарь [[Союзное государство;;
Евдокимов Михаил Сергеевич; 6.12.1957; 4-й [[Глава администрации]] ([[губернатор]]) [[Алтайский край;; [[Аграрная партия России]]
Артемьев Игорь Юрьевич; 27.11.1961 ; Руководитель [[Федеральная антимонопольная служба;; [[Файл:Логотип Яблоко.svg
Цариковский Андрей Юрьевич; 26.04.1963;;; 
Шанцев Валерий Павлинович; 29.06.1947; [[Губернатор Нижегородской области]]; {{USSR}} → {{RUS}}; [[КПСС]] <br />[[КПРФ]] <br />[[Единая Россия]]
Похмелкин Виктор Валерьевич; 3.2.1960;;; 
Березовский Борис Абрамович; 23.1.1946; [[Список депутатов Государственной думы Российской Федерации III созыва;;
Ушаков Андрей Иванович; 1672; начальник [[Тайная канцелярия;;
Мстислав Владимирович Великий; 1.6.1076; [[Князь новгородский]];;
Кочубей Василий Викторович; 13.01.1812 ; ;;
Кошелев Родион Александрович; 31.5.1749 ; Член Государственного совета ;;
Фёдор Андреевич Кошка;  ; боярин ;;
Азарова Надежда Борисовна; 2.12.1956;;; [[Единая Россия]]
Шершунов Виктор Андреевич; 16.11.1950 ;;; [[КПРФ]] → [[Единая Россия]] 
Влад III Цепеш; 1431 ; [[Список господарей Валахии;;
Ахмад Шах Масуд; 1.9.1953; Министр обороны Афганистана;;
Мазепа Иван Степанович; 20.3.1639;[[Гетман Войска Запорожского;;
Радзивилл Януш (гетман); 2.12.1612; [[Гетман великий литовский]];;
Самойлович Иван Самойлович; ?; [[Гетман]] [[Войско Запорожское;;
Сомко Яким Семёнович; ранее 1619; [[Наказной гетман]]<br/>[[Войско Запорожское;;
Выговский Иван Евстафьевич; ок. 1608; [[Гетман]] [[Войско Запорожское;;
Петлюра Симон Васильевич; 22.5.1879 (10); [[Председатель]] [[Директория Украинской Народной Республики;; 1) [[Революционная украинская партия]] ([[1900]]—[[1905]]) <br />2) [[Украинская социал-демократическая рабочая партия]] ([[1905]]—[[1920]])}}'''Семён Васи́льевич Петлю́ра''' ({{lang-uk
Разумовский Кирилл Григорьевич; 29.03.1728 (18); [[Список гетманов Украины;;
Струве Пётр Бернгардович; 7.2.1870 (26.1);;; [[Конституционно-демократическая партия]]
Скоропадский Павел Петрович; 15.05.1873 (3); [[Гетман Украины;;
Скоропадский Иван Ильич; 1646; [[Гетман]] [[Войско Запорожское;;
Иоанн I Цимисхий; ок. {{дата рождения; [[Византийский император]];;
Швыдкой Михаил Ефимович; 5.9.1948 ; [[Министерство культуры Российской Федерации;;
Эрнст (курфюрст Саксонии); 24.03.1441 ; [[Список правителей Саксонии#Курфюрсты Саксонии;;
Кириенко Сергей Владиленович; 26.07.1962 ; [[Председатель Правительства Российской Федерации]] ;;
Клебанов Илья Иосифович; 7.05.1951 ; 2-й [[Министерство промышленности, науки и технологий Российской Федерации;;
Медведев Дмитрий Анатольевич; 14.09.1965 ; [[председатель Правительства Российской Федерации]]; {{USSR}} → {{RUS}} ; [[Коммунистическая партия Советского Союза
Сурков Владислав Юрьевич; 21.9.1964; [[Помощник президента Российской Федерации]];;
Сечин Игорь Иванович; 7.09.1960 ; [[Заместитель Председателя Правительства Российской Федерации]] ;;
Абрамов Александр Сергеевич; 10.02.1957 ; [[Советник президента Российской Федерации]] ;;  
Беглов Александр Дмитриевич; 19.05.1956; [[Полномочный представитель президента Российской Федерации в федеральном округе;; [[Единая Россия]]
Брычёва Лариса Игоревна; 26.5.1957; [[Управления администрации Президента Российской Федерации;;
Громов Алексей Алексеевич; 31.5.1960;;;
Лихачёв Иван Алексеевич; 15.6.1896 (3); Народный комиссар среднего машиностроения СССР;; [[РКП(б)]] с 1917 года
Мехмед Эмин Аали-паша; 5.03.1815; [[Великий визирь]] [[Османская империя;; 
Гусев Владимир Кузьмич; 19.04.1932; Заместитель Председателя Совета Министров СССР;; [[КПСС]] с 1963 года
Филипп I Орлеанский; 21.9.1640; [[Список герцогов Орлеанских;;
Панкин Борис Дмитриевич; 20.2.1931 ; [[Министерство иностранных дел СССР;; [[Коммунистическая партия Советского Союза
Аббас I Хильми; 10.11.1813 ; [[Хедив]] [[Египет;;
Сердюков Валерий Павлович; 9.11.1945; [[Губернатор Ленинградской области]];; «[[Единая Россия]]»
Альберт (король Саксонии); 23.4.1828; 5-й [[король Саксонии]];; 
Георг (король Саксонии); 23.8.1832; 6-й [[король Саксонии]];;
Тамара (царица Грузии); 1166 ; [[Файл:QueenTamarFlag.svg;;
Карлин Александр Богданович; 29.10.1951 ; 5-й [[Губернатор]] [[Алтайский край; {{USSR}} → {{RUS}}; [[Единая Россия]] (с [[2007 год
Баррозу Жозе Мануэл; 23.03.1956; [[Председатель Европейской комиссии]];;  [[Социал-демократическая партия Португалии
Гайдар Егор Тимурович; 19.03.1956; [[Заместитель председателя Правительства Российской Федерации;; 1) [[КПСС]] ([[1980]]—[[1991]])<br />2) [[Демократический выбор России
Ковалёв Николай Дмитриевич; 6.8.1949; [[Федеральная служба безопасности Российской Федерации;;
Мулай Абд ар-Рахман; 1778 ; Султан Марокко;;
Абдур-Рахман (эмир Афганистана); 1844; [[эмир]] [[Эмират Афганистан;;
Фридрих Вильгельм III; 3.8.1770; [[Список правителей Пруссии;;
Теодемир (король остготов); ; [[Список королей остготов;;
Абердин Джордж Гамильтон-Гордон; 28.01.1784; 34-й [[премьер-министр Великобритании]];; [[Тори (партия)
Антиох III Великий; −241; Царь [[Империя Селевкидов;;
Сусило Бамбанг Юдойоно;9.9.1949 ;[[Президент Индонезии]] ;;[[Демократическая партия (Индонезия)
Козырев Андрей Владимирович; 27.3.1951; [[Министерство иностранных дел России;; [[КПСС]] (1975—1991)
Шаймиев Минтимер Шарипович; 20.1.1937; Государственный советник Республики Татарстан;; 1) [[КПСС]] <br />2) [[Наш дом — Россия
Балакин Виктор Васильевич; 26.04.1947; [[Министр общественной безопасности]] [[Удмуртия;;  1. [[КПСС]] <br /> 2. [[Единая Россия]]
Тишанин Александр Георгиевич; 20.04.1966; [[Губернатор Иркутской области]];; 
Ельцина Наина Иосифовна; 14.03.1932 ;;; 
Ехануров Юрий Иванович; 23.08.1948; [[Премьер-министр Украины]];;
Димитров Георгий Михайлович; 18.06.1882; [[Генеральный секретарь ЦК БКП]];; [[Болгарская коммунистическая партия
Андрей Юрьевич Боголюбский; ок. [[1111]]; [[Список князей Владимирских;;
Горбачёв Тимофей Фёдорович; 6.7.1900 (23.6) ; Заместитель председателя [[СО АН СССР;; [[ВКП(б)]] / [[КПСС]] 
Ирод I Великий;  -73; [[Царь Иудеи]];;
Шастри Лал Бахадур; 02.10.1904; [[Премьер-министр Индии]];; 
Зотов Борис Иванович; 3.6.1941;;; [[Единая Россия]]
Франц Иосиф I; 18.8.1830;;;
Николаев Владимир Викторович; 10.10.1973; 5-й [[Глава администрации]] ([[мэр]]) [[Владивосток]]а;;
Акимов Михаил Григорьевич; 20.11.1847 (8) ; председатель [[Государственный совет Российской империи;; <!-- политическая партия --> 
Кларк Хелен Элизабет; 26.02.1950; [[премьер-министр Новой Зеландии]];; [[Лейбористская партия Новой Зеландии
Уваров Сергей Семёнович; 5.9.1786 (25.8); [[Министерство народного просвещения Российской империи;;
Малиновский Родион Яковлевич; 22.11.1898 ; [[Главы военного ведомства СССР;; [[КПСС]]
Деникин Антон Иванович; 16.12.1872 (4); Временно исполняющий обязанности ;
Нестеренко Татьяна Геннадьевна; 5.8.1959 ; Заместитель министра финансов Российской Федерации — начальник Главного управления федерального казначейства [[Минфин РФ;;
Каменев Лев Борисович; 18.7.1883 (6); Член [[Политбюро ЦК ВКП(б)]];;
Собчак Анатолий Александрович; 10.8.1937 ; [[мэр Санкт-Петербурга]] ;; [[КПСС]]<br />(1988—1990 год),<br /> [[Наш дом — Россия]] <br /> (с 1996 года). 
Родс Сесиль Джон; 5.07.1853; [[Премьер-министр Капской колонии]];;
Балашов Пётр Николаевич; 2.11.1871 ;;; [[Всероссийский национальный союз]] 
Михаил Ярославич Хоробрит; ; [[Список князей Московских;;
Каллистратов Мелетий Архипович; 15.5.1896 ; Депутат [[Сейм Латвии;; Русская трудовая крестьянская партия 
Роберт III д’Артуа; 1287; сеньор [[Конш]]а, [[Нонанкур]]а и [[Домфрон]]а;;
Хирси Айаан Али; 13.12.1969 ;;;  
Барк Пётр Львович; 6.04.1869; [[Список министров финансов Российской империи;;
Безак Фёдор Николаевич; 21.9.1865;;; [[Всероссийский национальный союз]]
Кампенгаузен Балтазар Балтазарович; 5.01.1772; [[Государственные контролёры Российской империи;;
Белецкий Степан Петрович; 1873; ;; [[Русское собрание]]
Крейтмайр Алоис Вигулий;  ; [[Министр-президент Баварии;;  
Крушеван Павел Александрович; 27.01.1860 (15);;; [[Союз русского народа]]
Куза Александру Иоан; 20.3.1820 (8); Князь [[Объединённое княжество Валахии и Молдавии;;
Ардзинба Владислав Григорьевич; 14.05.1945; [[Президент Абхазии]];; [[КПСС]]
Гамсахурдия Звиад Константинович; 31.03.1939; [[Президент Грузии]];;
Василий Дмитриевич Кирдяпа; ; Князь Суздальский;;
Нарышкин Сергей Евгеньевич; 27.10.1954 ; [[Председатель Государственной Думы; {{флагификация; [[Единая Россия]] 
Куломзин Анатолий Николаевич; 3.01.1838 ; Член Государственного совета Российской империи ;;
Милли Филипп де; 1120 ; [[:fr:Seigneurie de Naplouse;;
Касьянов Михаил Михайлович; 8.12.1957; Сопредседатель «[[Республиканская партия России — Партия народной свободы;; [[Республиканская партия России — Партия народной свободы]]
Гаррисон Уильям Генри; 09.02.1773; [[президент США]];; [[Партия Вигов США]]
Бобринский Алексей Александрович; 19.5.1852; [[Правительствующий сенат;;
Юрий Владимирович Долгорукий; [[1090-е]] годы; [[Список князей Владимирских;;
Владислав I Локетек; [[3 марта]] [[1260]] или [[19 января]] [[1261]]; [[Список правителей Польши;;
Дарькин Сергей Михайлович; 09.12.1963 ; [[Министерство регионального развития Российской Федерации;;
Туполев Андрей Николаевич; 10.11.1888 (29.10) ; Генеральный конструктор [[авиационная промышленность;; [[КПСС]] 
Бочкарёв Василий Кузьмич; 29.4.1949; глава администрации Пензенской области;; [[Единая Россия]]
Административное деление Румынии;;;;
Богданович Юрий Николаевич; 13.4.1849(1) ;;; [[Земля и воля]]<br />[[Народная воля (организация)
Пожарский Дмитрий Михайлович; 01.11.1578; [[Второе народное ополчение;;
Каноков Арсен Баширович; 22.2.1957 ; Глава Кабардино-Балкарской Республики ;;1) [[Либерально-демократическая партия России
Патрушев Николай Платонович; 11.07.1951; [[Совет безопасности Российской Федерации;;
Ногаре Гийом де; ок. 1260 ;  советник и хранитель печати французского короля Филиппа IV Красивого ;;  
Матвиенко Валентина Ивановна; 7.4.1949; [[Председатель Совета Федерации России; {{Флагификация; [[КПСС]] → [[Единая Россия]]
Грызлов Борис Вячеславович; 15.12.1950 ; [[Председатель Государственной думы; {{USSR}}→{{RUS}} ; [[Единая Россия]] 
Булыгин Александр Григорьевич; 18.08.1851 (6) ; [[Министерство внутренних дел Российской империи;;
Булыгин Василий Иванович; 1808 ; [[Правительствующий сенат;;
Джигме Сингье Вангчук; 11.11.1955; [[Список правителей Бутана;;
Куйбышев Валериан Владимирович; 6.6.1888 (25.5);;; [[Российская социал-демократическая рабочая партия (большевиков)
Яковлев Александр Николаевич; 2.12.1923; Председатель [[Российская партия социальной демократии; {{URS}}, <br /> {{RUS}}; [[КПСС]] (1944—1991), <br />[[Российская партия социальной демократии
Шушкевич Станислав Станиславович; 15.12.1934; Председатель<br />[[Верховный Совет Республики Беларусь;; Белорусская социал-демократическая Громада́ [[КПСС]] (1968—1991 гг.)
Бутми Георгий Васильевич; 1856;;;
Греф Герман Оскарович; 8.2.1964; [[Министерство экономического развития и торговли России;;
Балдуин I Фландрский; 1171; [[Список правителей Фландрии;;
Кутлер Николай Николаевич; 11.7.1859; [[Государственная дума Российской империи II созыва;; [[Конституционно-демократическая партия
Тит (римский император); 30.12.39;  [[Римский император]];;
Геринг Герман Вильгельм; 12.1.1893; президент [[Рейхстаг (Веймарская республика);; [[НСДАП]] ([[1922]]—[[1945]])<ref group
Ким Чен Ир; {{ДатаРождения; [[Список титулов Ким Чен Ира;; [[Трудовая партия Кореи]] (1961—2011)
Мстислав Владимирович Храбрый; ок. [[983]] ; [[князь Тмутараканский]] ;;
Василий II Тёмный; 10.3.1415; [[Список князей Московских;;
Суриков Александр Александрович; 15.08.1940; 3-й [[Глава администрации]] ([[губернатор]]) [[Алтайский край;; [[КПСС]] ([[1973]]—[[1991]]), [[Единая Россия]] (с [[2004 год]]а)
Королёв Олег Петрович; 23.02.1952; [[Глава администрации Липецкой области]];;
Лигачёв Егор Кузьмич; 29.11.1920; [[Томский областной комитет КПСС;; [[СКП-КПСС]] КПРФ
Анна (королева Великобритании); 6.2.1665 ;         [[список монархов Великобритании;;
Ли Куан Ю; 16.9.1923 ; Министр-наставник ;; [[Партия «Народное действие»]] 
Вильгельм III Оранский; 14.11.1650; король [[Англия;;
Игнатов Николай Иванович; 13.05.1956 ; начальник штаба Воздушно-десантных войск ;;  
Коков Валерий Мухамедович; 18.10.1941; Президент Кабардино-Балкарской Республики;; [[КПСС]]
Планси Миль де;  ; [[Трансиордания#Лорды Трансиордании;;
Смирнов Игорь Николаевич; 23.10.1941; [[Президент Приднестровской Молдавской Республики]]; {{Флагификация; [[КПСС]], в [[1963]]—[[1990 год]]ах 
Апраксин Фёдор Матвеевич; 27.11.1661; Президент [[Адмиралтейств-коллегия;;
Леппер Анджей Збигнев; 13.06.1954;;; [[Самооборона Республики Польша]]
Лаврский Константин Викторович; 31.12.1844;;;  [[Трудовая группа]]
Зурабишвили Саломе Левановна; 18.3.1952; Министр иностранных дел Грузии;;  [[Путь Грузии]]
Ежов Николай Иванович; 1.5.1895 (19.4) ; Народный комиссар внутренних дел СССР;; [[ВКП(б)]] (с 1917)
