Ленин Владимир Ильич; 22.04.1870 (10) ; [[председатель Совета народных комиссаров СССР]] ;; [[РСДРП]] → [[РКП(б)]] → [[ВКП(б)]] 
Рагузинский-Владиславич Савва Лукич; 16.1.1669 ; [[Список послов СССР и России в Китае;;
Якеменко Василий Григорьевич; 27.5.1971; руководитель<br /> [[Федеральное агентство по делам молодёжи;; [[ВЛКСМ]] (комсомол) <br /> (1985—1991 гг) <br /> [[Идущие вместе]] <br /> (2000—2005 гг) <br /> [[Наши (движение)
Голицын Василий Васильевич; 1643; Царственныя большия печати и государственных великих посольских дел сберегатель, ближний боярин и наместник новгородский;;
Демидов Игорь Платонович; 18.6.1873 (5) ;;; [[Конституционно-демократическая партия]] 
Людовик Великий Дофин; 1.11.1661; [[дофин Франции]];;
Августа (германская императрица); 30.9.1811; королева-консорт [[Пруссия;;
Тэннер Джон Райли; 4.04.1844; [[Список губернаторов Иллинойса;; [[Республиканская партия (США)
Оленин Алексей Николаевич; 9.12.1763 (28.11); [[Государственная канцелярия;;
Шойгу Сергей Кужугетович; 21.5.1955; [[Министерство обороны Российской Федерации;; 1. [[КПСС]] <br /> 2. [[Единая Россия]]
Мороз Александр Александрович; 29.2.1944; [[председатель Верховной рады Украины]];;
Петерс Яков Христофорович; 21.11.1886;;;
Стариков Иван Валентинович; 16.8.1960;;; 
Азеф Евно Фишелевич; 1869;;; [[Партия социалистов-революционеров]]
Меркушкин Николай Иванович; 5.2.1951 ; [[Самарские губернаторы;; [[КПСС]] → [[Единая Россия]] 
Эдуард Чёрный Принц; 15.6.1330; [[принц Уэльский]];;
Исхаков Камиль Шамильевич; 8.02.1949; [[Полномочный представитель Президента Российской Федерации в федеральном округе;;
Гречко Андрей Антонович; 17.10.1903 (4) ; [[Главы военного ведомства СССР;; [[КПСС]] 
Ламармора Альфонсо Ферреро;18.11.1804;6-й [[председатель Совета министров Италии]];;
Девлет I Герай; 1512 ; [[Список ханов Крыма;;
Россель Эдуард Эргартович; 8.10.1937; [[губернатор Свердловской области]];; [[Единая Россия]] (с 2004 г.)<br />[[КПСС]] (1966—1991)
У Не Вин;  14.5.1911  ; Президент Социалистической Республики Бирманский Союз;;  [[Антифашистская лига народной свободы]] (с 1944),[[Партия бирманской социалистической программы]] (с 1962)
Кузьмин Дмитрий Сергеевич; 1966;;; [[Справедливая Россия]] }}'''Дми́трий Серге́евич Кузьми́н''' (род. {{ДатаРождения
Мень Михаил Александрович; 12.11.1960 ; [[Министерство строительства и жилищно-коммунального хозяйства Российской Федерации;; [[Единая Россия (партия)
Птолемей III Эвергет; около [[280 год до н. э.; царь [[Эллинистический Египет;;
Птолемей IV Филопатор; ок. [[242 год до н. э.; царь [[Эллинистический Египет;;
Кир II Великий; ок. [[593 до н. э.]]; царь Ахеменидской державы;;1269019585#122 Геродот. История. Книга I «Клио», § 122—128]</ref>
Якушев Владимир Владимирович; 14.6.1968 ; [[Губернатор Тюменской области]] ;;  
Станислав Август Понятовский; 17.01.1732; [[Список королей Польши;;
Каримов Ислам Абдуганиевич; 30.1.1938; [[Президент Узбекистана]];;
Филипп I Руврский; 5.8.1346; [[Список герцогов Бургундии;;
Харальд I Прекрасноволосый; 850;1-й [[Список королей Норвегии;;
Генрих I Птицелов; ок. [[876]]; [[герцог Саксонии]];;
Иштван I Святой; ок. [[970]]/[[975]]; [[Апостолический король;;
Мятлев Василий Алексеевич; 1694 ; [[Сибирская губерния;;
Авксентьев Николай Дмитриевич; 16.11.1878; Председатель [[Временное Всероссийское правительство;; [[Партия социалистов-революционеров
Бухарин Николай Иванович; 9.10.1888 (27.9); Член [[Политбюро ЦК ВКП(б)]];; [[РСДРП]] (с 1906)
Шаяхметов Жумабай Шаяхметович; 30.08.1902 ; [[Чимкентский областной комитет КП Казахстана;; [[Коммунистическая партия Советского Союза
Харальд I Синезубый;  ; [[король Дании]] ;;
Ягода Генрих Григорьевич; 20.11.1891 (7); [[народный комиссар внутренних дел СССР]];;  [[РСДРП(б)]] с 1907 года. 
Зевин Яков Давидович; 21.6.1888;;; 
Селевк I Никатор; ок. {{ДатаРождения; Царь [[Государство Селевкидов;;
Делагарди Якоб Понтуссон; 20.06.1583 ; [[Генерал-губернатор]] [[Шведская Ливония;; <!-- политическая партия --> 
Багапш Сергей Васильевич; 4.3.1949; [[Президент Республики Абхазия]];; [[Единая Абхазия]]
Анкваб Александр Золотинскович; 26.12.1952; [[Президент Республики Абхазия]];;
Свен I Вилобородый; [[960-е годы]]; [[Король Дании]];;
Фиолетов Иван Тимофеевич; 1884;;; 
Щёлоков Николай Анисимович; 26.11.1910 (13); [[Министр внутренних дел СССР;; [[ВКП(б)]]→[[КПСС]]
Элькин Григорий Иосифович; 14.6.1953 ; руководитель [[Федеральное агентство по техническому регулированию и метрологии;;  
Роберт I д’Артуа; 1216; граф [[Артуа]];;
Мак-Магон Патрис де; 13.07.1808; [[президент Франции]];;
Гамбетта Леон Мишель; 2.04.1838 ;
;;
Магнус IV Слепой; ок. [[1115]].; [[Список королей Норвегии;;
Магнус (герцог Саксонии); около 1045 ; [[Список правителей Саксонии;;
Лесток Иоганн Германн; 9.5.1692(29.4) ; директор [[Аптекарский приказ;;
Шетарди Жак-Иоахим Тротти; 03.10.1705 ; [[Королевство Франция;; <!-- политическая партия --> 
Луначарский Анатолий Васильевич; 23.11.1875 (11.11) ;; {{Российская империя}}<br />{{USSR}} ;
Луций Корнелий Цинна; ;;; 
Марк Юний Брут; -85; ;; 
Абашидзе Аслан Ибрагимович; 20.07.1938; Глава Аджарской автономной республики;; 1) [[КПСС]] <br />2) Союз демократического возрождения
Ким Дэ Чжун; 3.12.1925 ; [[президент Республики Корея]] ;; [[Демократическая партия (Южная Корея)
Гней Помпей Великий; 29.9.-106; [[Консул (Древний Рим);;
Тулеев Аман Гумирович; 13.5.1944; губернатор Кемеровской области;;[[КПСС]] (1968—1991 гг.), [[КПРФ]] (до 2000 г.), [[Единая Россия]] (с 2005 г.)
Сигизмунд II Август; 1520 ; [[Список великих князей литовских;;
Ламсдорф Владимир Николаевич; 6.01.1845 (25.12.1844); [[Министры иностранных дел России;;
Мякотин Венедикт Александрович; 12.03.1867;;; [[Партия народных социалистов]]
Кравчук Леонид Макарович; 10.1.1934 ; [[Президент Украины]];; [[КПСС]] (1958—1991 гг.), [[СДПУ(о)]] (1998—2009)
Луций Аппулей Сатурнин;  ; [[квестор]] ;;
Скуратов Юрий Ильич; 3.6.1952 ; [[Генеральный прокурор Российской Федерации]] ;; [[КПРФ]] 
Филипп I Араб; ок. [[204]]; [[Римский император]];;
Марк Эмилий Эмилиан; [[207]] или [[213]]; Римский император;;
Птолемей V Эпифан; 9.10.-209; царь [[Эллинистический Египет;;
Луций Лициний Лукулл; -118; [[Консул (Древний Рим);;
Маргарита де Валуа; 14.5.1553; Королева-консорт [[Королевство Наварра;; (политическая партия)
Эдуард (король Шотландии); ок. [[1283]]; [[Список монархов Британских островов;;
Крёз (царь Лидии); −595; [[Царь Лидии]];;
Дуглас Арчибальд (рыцарь); 1290-е; Регент короля [[Давид II (король Шотландии);;
Броз Тито Иосип; 7.5.1892; Генеральный секретарь ЦК [[Союз коммунистов Югославии;; 1) [[Социал-демократическая партия Хорватии и Славонии
Лев I Макелла; 401; [[Византийский император]];;
Фейгин Марк Захарович; 3.6.1971;;; 
Константин XI Палеолог; 8.02.1404; [[деспот Мореи]];;
Пейн Джеймс Сприггс; 19.12.1819; [[Список президентов Либерии;; [[Республиканская партия (Либерия)
Миронов Сергей Михайлович; 14.2.1953 ; [[Руководители депутатских объединений Государственной думы#Государственная Дума V созыва (с 24 декабря 2007 г.); {{USSR}} → {{RUS}} ; [[Российская партия жизни]] <br /> (2002-2006)<br />[[Справедливая Россия]]<br /> (2006-н.в.) 
Шумейко Владимир Филиппович; 10.2.1945 ; Председатель [[Совет федерации;; 
Уорнер Дэниел Бэшиел; 19.4.1815; [[Список президентов Либерии;; [[Республиканская партия (Либерия)
Усман ибн Аффан; 574;;;
Бердников Александр Васильевич; 8.4.1953 ; [[Глава Республики Алтай;; [[Единая Россия]] 
Лапшин Михаил Иванович; 1.9.1934;;; [[Аграрная партия России]]
Снечкус Антанас Юозович; 7.01.1903 (25.12.1902); Первый Секретарь ЦК КП Литовской ССР;; [[Коммунистическая партия Литвы]]
Радзивилл Николай Чёрный; 4.2.1515; [[Канцлер великий литовский]];;
Кочубей Виктор Павлович; 22.11.1768 (11) ; [[Канцлер Российской империи]] ;;
Смит Джеймс Скивринг; 26.02.1825; [[Президент Либерии]] ;; [[Партия истинных вигов]]}}'''Джеймс Ски́вринг Смит''' (''James Skivring Smith''; {{date
Ярузельский Войцех Витольд; 06.07.1923; [[Список президентов Польши;; [[ПОРП]] (1947—1991)
Эрнст Константин Львович; 6.2.1961; генеральный директор [[Первый канал (Россия);;
Орлов Алексей Григорьевич; 5.10.1737 (24.9);;;
Бессмертных Александр Александрович; 10.11.1933 ; [[Министерство иностранных дел СССР;; [[КПСС]] в 1963—1991 годах.
Плачков Иван Васильевич; 23.11.1957; [[Губернаторы Одесской области;; 
Ивченко Алексей Григорьевич; 02.01.1963; Глава Конгресса Украинских Националистов;;
Аристов Аверкий Борисович; 4.11.1903 (22.10); Член [[Президиум ЦК КПСС;; [[Коммунистическая партия Советского Союза
Крылов Константин Анатольевич; 18.10.1967;;; [[Национальная демократическая партия]]
Судебная система России;;;;
Седов Лев Львович; 1906;;;
Таркаев Александр Никитич; 8.07.1947;;; [[Союз правых сил]], [[Правое дело]]
Феодосий I Великий; ок. [[346 год]]а; [[Римский император]];;
Нургалиев Рашид Гумарович; 8.10.1956 ; [[Совет безопасности Российской Федерации;;
Симеон Иванович Гордый; 7.9.1317; [[Список князей Московских;;
Коновалов Александр Владимирович; 9.6.1968 ; [[Министерство юстиции Российской Федерации; {{RUS}} ;
Франц I Стефан; 8.12.1708; [[Император Священной Римской империи]];;
Руденко Роман Андреевич; 30.7.1907 (17); [[Генеральный прокурор СССР]];;
Насер Гамаль Абдель; 15.1.1918; [[Президент Египта]]<br /><small>1-й [[Объединённая Арабская Республика;; [[Арабский социалистический союз (Египет)
Ярославский Емельян Михайлович; 3.3.1878 (19.2);;; [[ВКП(б)]]
Мерзифонлу Кара Мустафа-паша;  [[1634]] или [[1635]]; Великий визирь Османской империи;;
Кеманкеш Кара Мустафа-паша;  ; [[Список визирей Османской империи;;
Блюхер Василий Константинович; 1.12.1890 (19.11); Военный министр [[Дальневосточная республика;; [[Российская социал-демократическая рабочая партия
Максимин I Фракиец; 173; [[Римский император]];;
Констанций I Хлор; 31.03.250; [[Цезарь (титул);;
Руцкой Александр Владимирович; 16.9.1947  ;  губернатор [[Курская область;; 1) [[Коммунистическая партия Советского Союза
Панин Никита Петрович; 17.04.1770; Вице-канцлер Российской империи;;
Панин Виктор Никитич; 23.03.1801; [[Список министров юстиции России;;
Жданок Татьяна Аркадьевна; 8.5.1950 ;;; [[Коммунистическая партия Латвии
Митрофанов Алексей Валентинович; 16.03.1962;;; [[Либерально-демократическая партия России
Шандыбин Василий Иванович; 25.7.1941;;; [[КПРФ]], <br /> [[Аграрная партия России]]
Хуан Карлос I; 5.01.1938 ; [[Король Испании]] ;;
Карл II Лысый; 13.06.823; [[король Франции;;
Плинер Яков Гдальевич; 27.12.1946 ;;; [[КПСС]]<ref>''Плинер Я. Г.'' [http://www.pctvl.lv/index.php?lang
Воронин Владимир Николаевич; 25.05.1941; [[Президент Молдавии]];; [[Партия коммунистов Республики Молдова]]
Ирод Агриппа I; -10 ; Царь Иудеи ;;
Каваку Силва Анибал; 15.7.1939; [[Президент Португалии]];;
Высший руководитель Ирана;;;;
Хомейни Рухолла Мусави; 24.9.1902; [[Высший руководитель Ирана]];;
Тиберий Семпроний Гракх; -162 ; [[Народный трибун]] [[Римская республика;;
Титов Константин Алексеевич; 30.10.1944; Глава администрации [[Самарская область;;
Шереметев Пётр Борисович; 9.3.1713 (26.2) ; [[Обер-камергер]] [[Императорский двор Российской империи;;
Стретович Владимир Николаевич; 19.5.1958 ;;; [[Христианско-Демократический Союз (Украина)
Палата общин Великобритании;;;;
Стучка Пётр Иванович; 14.6.1865; Председатель Верховного Суда [[РСФСР]] ;;  [[РСДРП]] с 1906
Лорис-Меликов Михаил Тариэлович; 5.11.1824 (19.10); [[Министры внутренних дел России;;
Ахметов Даниал Кенжетаевич; 15.6.1954; Министр обороны Республики Казахстан;; [[Народно-демократическая партия «Нур Отан»
Тасмагамбетов Имангали Нургалиевич; 9.12.1956; [[Аким города Астаны]];; [[Отан (партия)
Список премьер-министров Казахстана;;;;
Токаев Касым-Жомарт Кемелевич; 17.5.1953; Председатель Сената Парламента Республики Казахстан;;
Терещенко Сергей Александрович; 30.03.1951; Председатель Совета Министров Казахской ССР;;
Кажегельдин Акежан Магжанович; 27.03.1952 ; министр Республики Казахстан;; 
Балгимбаев Нурлан Утепович; 20.11.1947 ; Председатель правительства Республики Казахстан;; 
Шайкенов Нагашбай Амангалеевич; 6.3.1947; Министр юстиции Республики Казахстан;;
Полежаев Леонид Константинович; 30.01.1940; 1-й [[губернатор]] [[Омская область;; [[Единая Россия]]
Затулин Константин Фёдорович; 7.9.1958;285684&soch;; [[Единая Россия]]
Неёлов Юрий Васильевич; 24.06.1952 ; [[губернатор]] [[ЯНАО;; [[Единая Россия]] 
Гай Семпроний Гракх; -153;;;
Абакумов Виктор Семёнович; 24.4.1908 (11) ; [[Министерство государственной безопасности СССР;; [[КПСС]] ([[1930 год
Кони Анатолий Фёдорович; 10.02.1844; Член [[Государственный совет Российской империи;;
Тайный совет Великобритании;;;;
Урекян Серафим Александрович; 2.02.1950; [[Парламент Молдавии;;  [[Либерал-демократическая партия Молдовы]]
Болеслав III Кривоустый; 20.08.1086; [[Список королей Польши;;
Балдуин I Иерусалимский; ок. [[1060]]; [[Граф Эдессы]];;
Косачёв Константин Иосифович; 17.9.1962; руководитель [[Россотрудничество;; [[Единая Россия]]
Милли Стефанья де; между [[1145]] и [[1155]]; леди [[Трансиордания;;
Геращенко Виктор Владимирович; 21.12.1937; Председатель Правления [[Государственный банк СССР;; [[КПСС]] (1963—1991)
Сент-Аман Одо де; 1110; [[Магистр]] [[Тамплиеры;;
Перон Хуан Доминго; 8.10.1895; [[президент Аргентины]];;
Государственный строй Великобритании;;;;
Свердлов Яков Михайлович; 4.6.1885 (23.5) ; Председатель [[Всероссийский Центральный Исполнительный Комитет;; [[РСДРП(б)]], [[РКП(б)]]
Свердлов Вениамин Михайлович; 1886 ; Член Президиума ВСНХ ;;
Микоян Анастас Иванович; 25.11.1895 (13); [[Председатель Президиума Верховного Совета СССР]];; [[Коммунистическая партия Советского Союза
Ниязов Сапармурат Атаевич; 19.2.1940; [[Президент Туркмении;; [[КПСС]], [[Демократическая партия Туркменистана
Фёдоров Борис Григорьевич; 13.2.1958; [[Список министров финансов России;;
Павлов Валентин Сергеевич; 26.9.1937; [[Премьер-министр СССР]];; [[КПСС]] ([[1962]]—[[1991]]);<br />[[Аграрная партия России
Рейман Леонид Дододжонович; 12.07.1957 ; [[Советник Президента Российской Федерации]] ;;
Василий Юрьевич Косой; ; 10-й [[Великий князь Московский]] ;;
Василий I Македонянин; ок. [[811 год]]а; [[Византийский император]];;
Василий II Болгаробойца; 958; [[Византийский император]];;
Мобуту Сесе Секо; 14.10.1930 ; [[Президенты Демократической Республики Конго;; [[Народное движение революции (Заир)
Лавров Сергей Викторович; 21.3.1950 ; [[Министерство иностранных дел России;; 
Парвус Александр Львович; 8.9.1867 (27.8);page&num;; «[[Освобождение труда]]», [[РСДРП]], [[СДПГ]]
Адамс Джон Куинси; 11.07.1767; [[президент США]];; [[Федералистская партия (США)
Адамс Чарльз Фрэнсис; 18.08.1807 ; [[Посол США в Великобритании]] ;; [[Виги (США)
Мигуля Александр Анатольевич; 24.12.1961; мэр <br /> [[Благовещенск]]а ;;
Брюн-де-Сент-Ипполит Валентин Анатольевич;  31.5.1871; [[Департамент полиции;; 
Траверсе Иван Иванович; 1754 ; [[Морское министерство Российской империи;;
Гребенников Валерий Васильевич; 14.10.1946;;; [[Единая Россия]]
Сазонов Сергей Дмитриевич; 10.8.1860 (29.7); [[Министры иностранных дел России; {{Российская империя}};
Болеслав I Храбрый; 967; [[Список королей Польши;;
Болеслав II Смелый; ок. 1042; [[Список королей Польши;;
Болеслав II Благочестивый; ок. 932; [[Князь Чехии]]  ;;
Болеслав I Грозный; ок. 910/915; [[Князь Чехии]]  ;;
Болеслав III Рыжий; ; [[Князь Чехии]]  ;;
Болеслав IV Кудрявый; [[1120]] или [[1121]]; [[Список королей Польши;;
Болеслав V Стыдливый; 21.06.1226; [[Список королей Польши;;
Департаменты правительства Великобритании;;;;
Ян II Казимир; 22.3.1609; [[Список правителей Польши;;
Владислав III Варненьчик; 31.10.1424; [[Список королей Польши;;
Кара-Мурза Владимир Владимирович; 7.9.1981;;; [[Республиканская партия России
Яковлев Яков Аркадьевич; 21.6.1896 (9); [[Народный комиссариат земледелия СССР;; [[РСДРП(б)]] с 1913 года.
Буксгевден Фёдор Фёдорович; 13.9.1750 (2) ; [[Лифляндская губерния;;
Логинов Владимир Александрович; 18.11.1954 ; [[глава администрации]] [[Корякский автономный округ;;  
Стародубцев Василий Александрович; 25.12.1931; [[Губернатор]] [[Тульская область;; 1) [[КПСС]]<br />2) [[Аграрная партия России]] <br />3) [[КПРФ]]
Ходырев Геннадий Максимович; 23.9.1942; первый секретарь [[Горьковский областной комитет КПСС;; [[КПСС]] (до 1991)</br>[[КПРФ]] (до 2002)</br>[[Единая Россия]] (с 2002)
Говорин Борис Александрович; 27.6.1947; [[Губернатор Иркутской области]];; 
Егоров Владимир Григорьевич; 26.11.1938; [[губернатор]] [[Калининградская область;;}}'''Влади́мир Григо́рьевич Его́ров''' (р. [[26 ноября]] [[1938]], [[Москва]]) — российский военачальник и государственный деятель, командующий [[Балтийский флот
Тихонов Владимир Ильич; 4.2.1947 ; глава администрации [[Ивановская область;; [[Коммунистическая партия Российской федерации
Бурджанадзе Нино Анзоровна; 16.07.1964 ; [[Парламент Грузии;; [[Единая Грузия
Эльцин Борис Михайлович; 1875;;; 
Виленкин Александр Абрамович; 5.6.1883;;; 
Алиев Муху Гимбатович; 6.08.1940; [[Президент Дагестана;;
Памфилова Элла Александровна; 12.9.1953; министр социальной защиты населения России;1524380 Элла Памфилова: «Я ушла не из-за единороссовских функционеришек»]</ref><ref>[http://newtimes.ru/articles/detail/28976/ Элла Памфилова: «Я не уеду!»]</ref>; [[КПСС]] <small>(1985—1990)</small>
Лев IV Хазар; 25.01.750; [[Византийские императоры;;
Феодор II Ласкарис; 1221; [[Никейская империя;;
Деканозов Владимир Георгиевич; 1898;  [[Министр внутренних дел Грузинской ССР]];; [[ВКП(б)]], [[КПСС]]
Кирсанов Виталий Антонович; 11.5.1939 ; первый секретарь Первореченского районного комитета [[Коммунистическая партия Советского Союза;; [[КПСС]] 
Тер-Петросян Левон Акопович; 9.1.1945; [[президент Армении]];;  
Блумберг Майкл Рубенс; 14.2.1942; 108-й [[мэр Нью-Йорка]];; до 2001 — [[Демократическая партия (США)
Громов Борис Всеволодович; 7.11.1943; [[Губернатор Московской области]];; 1) [[КПСС]]<br />2) [[Единая Россия]]}}'''Бори́с Все́володович Гро́мов''' (р. [[1943]], [[Саратов]]) — советский и российский военачальник и политик, депутат [[Государственная дума Федерального собрания Российской Федерации VI созыва
Катанандов Сергей Леонидович; 21.04.1955; Член [[Совет Федерации;; [[КПСС]] (до 1991), [[Отечество]], [[Единая Россия]] (с 2004)
Козловский Евгений Александрович; 7.5.1929 ; Министр геологии СССР ;; член [[Коммунистическая партия Советского Союза
Ульрих Василий Васильевич; 13.07.1889; Председатель [[Военная коллегия Верховного суда СССР;; [[Коммунистическая партия Советского Союза
Рахимов Муртаза Губайдуллович; 7.2.1934; [[Президент Башкортостана]];; [[Единая Россия]]
Шуваев Дмитрий Савельевич; 24.10.1854(12) ; [[Военное министерство Российской империи#Военные министры;;
Политические партии Украины;;;;
Симоненко Пётр Николаевич; 1.8.1952; первый секретарь ЦК [[Коммунистическая партия Украины; {{Флагификация; 1) [[КПСС]] (до 1991) <br />3) [[Социалистическая партия Украины
Вильпен Доминик де; 14.11.1953; [[Премьер-министр Франции]] <br /><small>18-й Премьер-министр [[Пятая республика;; [[Объединение в поддержку республики]], [[Союз за народное движение (Франция)
Крупская Надежда Константиновна; 26.02.1869 (14); Заместитель [[Народный комиссариат просвещения РСФСР;;
Путина Людмила Александровна; 6.1.1958;;;
Христенко Виктор Борисович; 28.8.1957; [[Министерство промышленности и торговли Российской Федерации;;
Грачёв Павел Сергеевич; 1.1.1948 ; [[Министерство обороны Российской Федерации#Министры;; [[КПСС]] <small>(до [[1991 год]]а)</small> 
Фальк Антон Рейнгард; 19.3.1777 ;;;  
Жискар д’Эстен Валери; 2.02.1926; [[президент Франции]] <br /><small>[[Пятая республика;; [[Союз за французскую демократию]] (UDF)
Афанасьев Сергей Александрович; 30.8.1918; Министр тяжёлого и транспортного машиностроения СССР;; [[КПСС]] (с 1943)
Бюнтинг Николай Георгиевич; 1861; [[Тверская губерния;;
Мартов Юлий Осипович; 24.11.1873;;; РСДРП
Гапон Георгий Аполлонович; 17.2.1870 (5.2);"СПДА";;
Илюмжинов Кирсан Николаевич; 5.4.1962; Глава Республики Калмыкия;; 1) [[КПСС]] ([[1983]]—[[1991]])<br />2) [[Единая Россия]] (с [[2004]])
Лебедь Александр Иванович; 20.4.1950; [[губернатор]] [[Красноярский край;; [[КПСС]] <br />(1972 — 1991 г.)<br /> [[КП РСФСР]]<br />(1990 — 1991 г.) <br />[[Конгресс русских общин]],<br /> «Честь и Родина» <br />(1995 — 1996 г.)<br />[[Народно-республиканская партия России
Аметистов Эрнест Михайлович; 17.05.1934; Судья [[Конституционный суд Российской Федерации;;
Михаил Корибут Вишневецкий; 31.07.1640; [[Список королей Польши;;
Мехмед I Герай; 1465; [[Список ханов Крыма;;
Самарин Юрий Евгеньевич; 30.8.1949 ;;;  
Чернецкий Аркадий Михайлович; 8.5.1950; [[Глава Екатеринбурга]];; [[Единая Россия]]
Кржижановский Глеб Максимилианович;  24.1.1872 (12) ; Председатель Государственной общеплановой комиссии при Совете труда и обороны РСФСР;; [[РСДРП(б)]]
Сперанский Михаил Михайлович; 12.1.1772  (1);;;
Рём Эрнст Юлиус; 28.11.1887 ; Начальник штаба [[штурмовые отряды (СА);;
Владислав I Герман; 1043; [[Список королей Польши;;
Шейнис Виктор Леонидович; 16.2.1931;;; В годы советской власти был членом КПСС. В настоящее время член партии «Яблоко»
Румянцев Николай Петрович; 14.4.1754(3) ; [[Список послов России и СССР в Германии;;
Ясин Евгений Григорьевич; 7.5.1934 ; [[Министерство экономического развития и торговли России;; [[Союз правых сил
Рыжков Владимир Александрович; 3.9.1966 ; Сопредседатель «[[Республиканская партия России — Партия народной свободы; {{USSR}} → {{RUS}} ; [[Демократический выбор России]] (1993—1995)<br />[[Наш дом — Россия]] (1995—2005)<br />[[Республиканская партия России — Партия народной свободы
Лебедь Дмитрий Захарович; 9.2.1893 ; Второй секретарь [[ЦК КП(б)У]] ;; [[Коммунистическая партия Советского Союза]] 
Колганов Владимир Николаевич; 25.6.1947; [[Глава администрации]] [[Барнаул]]а ;; «[[Единая Россия]]» ([[2003]])
Лысенко Владимир Николаевич; 4.1.1956;;; [[Республиканская партия России]]
Народные депутаты Украины;;;;
Бузаев Владимир Викторович; 8.10.1951 ;;; [[ЗаПЧЕЛ]] ( с 1993, до 2007 как [[Равноправие (партия)
Захаров Андрей Александрович; 10.8.1961;;; 
Людовик I Великий; 5.03.1326; [[короли Венгрии;;
Михаил IX Палеолог; 17.04.1277; [[Византийский император]];;
Никифор III Вотаниат; ок. [[1002]]; [[Византийский император]];;
Клавдий Рутилий Намациан;; [[Префект Рима]] ([[лето]] [[414]]);;
Винниченко Владимир Кириллович; 26.7.1880 (14); Председатель Генерального Секретариата Украинской Народной Республики;;
Саблер Владимир Карлович; 25.11.1845 (13.11); [[Обер-прокурор;; <!-- политическая партия -->
Хо Ши Мин; 19.5.1890; Председатель ЦК [[Партия трудящихся Вьетнама;;1) [[Французская коммунистическая партия
Савицкий Мельхиор Станислав;  ; [[Воеводы берестейские;;
Сабуров Андрей Александрович; 30.08.1837 (18); [[Министерство народного просвещения Российской империи#Министры народного просвещения и управляющие министерством;;
Танкред (король Сицилии); между [[1135]] и [[1145]]; [[король Сицилии]];;
Розен Густав Фридрих; 06.08.1688 ; [[Генерал-губернатор]] [[Финляндия;; [[партия «шляп»]] 
Розин Николай Николаевич; 25.11.1871;;; [[Конституционно-демократическая партия
Ройе-Коллар Пьер Поль; 21.06.1763 ;;;  
Ван Бюрен Мартин; 05.12.1782; [[президент США]];; [[Демократическо-республиканская партия США]]<br />[[Демократическая партия США]]<br />[[Партия свободной земли (США)
Живков Тодор Христов; 7.09.1911; [[Генеральный секретарь ЦК БКП;; [[Болгарская коммунистическая партия
